,age,gender,race,date,city,state,cause,body_camera
3370,54,Female,White,31/08/2017,Fort Myers Beach,FL,Gunshot,False
3371,22,Male,Hispanic,30/08/2017,Milpitas,CA,Gunshot,False
3372,32,Male,Native American,30/08/2017,Sacramento,CA,Gunshot,False
3374,22,Male,White,29/08/2017,Simsboro,LA,Gunshot,False
3375,46,Female,White,29/08/2017,Watauga,TX,Gunshot,False
3376,68,Male,Unknown race,29/08/2017,Jacksonville,AL,Gunshot,False
3377,55,Male,Black,29/08/2017,Evansville,IN,"Gunshot, Taser",True
3378,62,Male,White,28/08/2017,New Milford,CT,Gunshot,False
3379,24,Male,Black,28/08/2017,Moundridge,KS,Gunshot,False
3380,27,Male,Black,28/08/2017,Miami,FL,Gunshot,False
3381,26,Male,Hispanic,27/08/2017,Farmington,NM,Gunshot,False
3382,33,Male,White,27/08/2017,Kettering,OH,Gunshot,False
3383,34,Male,White,27/08/2017,Sharpsburg,KY,Gunshot,False
3384,18,Male,Black,26/08/2017,Pine Bluff,AR,Gunshot,False
3387,28,Female,White,25/08/2017,Sunrise,FL,Gunshot,False
3388,44,Male,White,25/08/2017,Jacksonville,FL,Gunshot,False
3390,47,Male,Black,25/08/2017,Woodville,GA,Gunshot,False
3391,19,Male,Hispanic,24/08/2017,Lemon Grove,CA,Gunshot,False
3392,24,Male,Black,24/08/2017,Orange,NJ,Gunshot,False
3393,28,Male,White,24/08/2017,Waterford Township,MI,Gunshot,False
3394,26,Female,White,23/08/2017,Olathe,KS,Gunshot,False
3396,30,Male,White,22/08/2017,Santa Maria,CA,Gunshot,False
3397,30,Transgender,Black,22/08/2017,Saint Louis,MO,Gunshot,False
3398,48,Male,White,22/08/2017,Tarzana,CA,Gunshot,False
3400,71,Male,Hispanic,22/08/2017,Albuquerque,NM,Gunshot,False
3401,22,Male,White,21/08/2017,Franklin,WI,Gunshot,False
3402,51,Male,Black,21/08/2017,Steubenville,OH,Gunshot,False
3403,64,Male,White,21/08/2017,Pardeeville,WI,Gunshot,False
3404,66,Male,White,21/08/2017,Colorado City,CO,Gunshot,False
3405,42,Male,White,21/08/2017,Morganton,NC,Gunshot,False
3407,32,Male,Black,20/08/2017,Brick,NJ,Gunshot,False
3408,44,Male,White,20/08/2017,Yellville,AR,Gunshot,False
3409,Unknown,Male,Hispanic,20/08/2017,Ridgecrest,CA,Gunshot,False
3410,32,Male,White,19/08/2017,Birmingham,AL,Gunshot,False
3411,25,Male,Black,18/08/2017,Jacksonville,FL,Gunshot,False
3413,26,Male,White,18/08/2017,Fairchance,PA,Gunshot,False
3414,60,Male,Unknown race,18/08/2017,Bloomfield,NJ,Gunshot,False
3415,28,Male,Hispanic,17/08/2017,Phoenix,AZ,"Gunshot, Taser",False
3416,65,Male,White,17/08/2017,Luverne,AL,Gunshot,False
3417,34,Male,Black,16/08/2017,Los Angeles,CA,Gunshot,False
3418,54,Male,White,16/08/2017,Livermore,CA,Gunshot,False
3419,37,Male,Black,15/08/2017,Thomasville,GA,Gunshot,True
3420,20,Male,White,14/08/2017,Jacksonville,FL,Gunshot,False
3421,45,Male,White,14/08/2017,Colorado Springs,CO,Gunshot,False
3422,24,Male,White,13/08/2017,Mount Airy,GA,Gunshot,False
3424,41,Male,White,13/08/2017,Cosby,TN,"Gunshot, Police Dog",False
3425,46,Male,Black,13/08/2017,Kennewick,WA,Gunshot,False
3426,50,Male,Black,13/08/2017,Salt Lake City,UT,Gunshot,False
3427,54,Male,White,13/08/2017,La Crosse,WI,Gunshot,False
3428,35,Male,Hispanic,12/08/2017,Puyallup,WA,Gunshot,False
3429,31,Male,Black,11/08/2017,Philadelphia,PA,Gunshot,False
3430,Unknown,Male,Hispanic,11/08/2017,Channelview,TX,Gunshot,False
3431,49,Male,White,10/08/2017,Pacific Palisades,CA,Gunshot,False
3432,33,Male,White,10/08/2017,Dyer,IN,Gunshot,False
3433,20,Male,Black,09/08/2017,Kent,WA,Gunshot,False
3434,17,Male,Black,08/08/2017,Dolton,IL,Gunshot,False
3435,23,Male,White,08/08/2017,Junction City,KS,Gunshot,False
3436,29,Male,Hispanic,07/08/2017,Wichita,KS,Gunshot,False
3437,45,Male,Hispanic,07/08/2017,North Bergen,NJ,"Gunshot, Pepper Spray",False
3438,36,Male,White,07/08/2017,Kansas City,MO,Gunshot,False
3439,28,Male,Black,06/08/2017,Kansas City,MO,Gunshot,False
3440,32,Male,White,06/08/2017,Bon Aqua,TN,Gunshot,False
3441,24,Male,White,05/08/2017,New Straitsville,OH,Gunshot,False
3442,35,Male,Hispanic,05/08/2017,Santa Rosa,CA,"Gunshot, Taser",True
3444,33,Male,Black,04/08/2017,Myrtle Beach,SC,Gunshot,False
3446,35,Male,White,04/08/2017,Spanish Springs,NV,Gunshot,False
3447,36,Female,White,04/08/2017,Marine City,MI,Gunshot,False
3448,47,Male,Black,04/08/2017,San Diego,CA,Gunshot,False
3450,54,Male,White,04/08/2017,Clarendon,PA,Gunshot,False
3451,31,Male,White,04/08/2017,Meridian,MS,Gunshot,False
3452,57,Male,White,03/08/2017,Lima,OH,Gunshot,False
3454,27,Male,Black,02/08/2017,Decatur,GA,Gunshot,False
3455,29,Male,Black,02/08/2017,Coushatta,LA,Gunshot,False
3456,45,Male,Hispanic,02/08/2017,Richmond,CA,Gunshot,False
3457,28,Male,White,02/08/2017,Worthington,WV,Gunshot,False
3458,25,Male,Hispanic,01/08/2017,Las Vegas,NV,Gunshot,True
3459,33,Male,Hispanic,01/08/2017,Oregon House,CA,Gunshot,False
3460,39,Male,White,01/08/2017,Visalia,CA,Gunshot,False
3461,42,Male,White,01/08/2017,Mount Airy,NC,Gunshot,False
3463,37,Male,Black,01/08/2017,Waco,TX,Gunshot,False
3464,32,Male,Black,31/07/2017,Brooklyn,NY,"Gunshot, Taser",False
3465,39,Male,Hispanic,31/07/2017,Los Banos,CA,"Gunshot, Taser",False
3466,43,Male,White,31/07/2017,Albuquerque,NM,Gunshot,True
3467,28,Male,Black,31/07/2017,Oshkosh,WI,Gunshot,True
3468,34,Male,Black,29/07/2017,Norco,CA,Gunshot,False
3469,48,Male,White,29/07/2017,Melba,ID,Gunshot,False
3470,31,Male,Black,28/07/2017,Kansas City,MO,Gunshot,False
3471,32,Male,White,28/07/2017,Schenectady,NY,Gunshot,False
3472,37,Male,Hispanic,28/07/2017,Albuquerque,NM,Gunshot,False
3474,31,Male,White,27/07/2017,Wenatchee,WA,Gunshot,False
3475,35,Male,Hispanic,27/07/2017,Chowchilla,CA,"Gunshot, Taser",False
3476,39,Male,Black,27/07/2017,Homer,LA,Gunshot,False
3477,46,Male,White,27/07/2017,Los Angeles,CA,Gunshot,False
3478,25,Male,Hispanic,27/07/2017,Avenal,CA,"Gunshot, Taser",False
3479,26,Male,White,26/07/2017,San Antonio,TX,Gunshot,False
3480,35,Male,White,26/07/2017,Phoenix,AZ,Gunshot,False
3481,62,Female,White,26/07/2017,Vero Beach,FL,Gunshot,False
3482,25,Male,Black,26/07/2017,Dayton,OH,Gunshot,False
3483,23,Male,White,25/07/2017,Richmond,VA,"Gunshot, Taser",False
3484,28,Male,White,25/07/2017,Jacksonville,FL,Gunshot,False
3485,33,Male,Hispanic,25/07/2017,Avondale,AZ,Gunshot,False
3486,16,Male,Black,25/07/2017,Marion,AR,Gunshot,False
3487,31,Male,White,24/07/2017,St. Louis,MO,Gunshot,False
3488,34,Male,White,23/07/2017,Chico,CA,Gunshot,True
3489,41,Male,Hispanic,23/07/2017,Southaven,MS,Gunshot,False
3490,59,Male,White,23/07/2017,Eau Claire,WI,Gunshot,False
3491,49,Male,White,23/07/2017,Spencer,MA,Gunshot,False
3492,22,Male,Hispanic,21/07/2017,Santa Ana,CA,Gunshot,False
3493,42,Male,Hispanic,21/07/2017,Mission,TX,Gunshot,False
3494,70,Male,Hispanic,21/07/2017,Chino Valley,AZ,Gunshot,True
3495,27,Male,Black,20/07/2017,St. Louis,MO,Gunshot,False
3496,52,Male,White,20/07/2017,Neosho,MO,Gunshot,False
3498,24,Male,White,19/07/2017,Santa Fe,NM,Gunshot,False
3499,24,Male,White,19/07/2017,Fair Oaks,CA,Gunshot,False
3500,38,Male,Asian,19/07/2017,Saginaw,MI,Gunshot,False
3501,32,Male,White,18/07/2017,Clay,AL,Gunshot,False
3502,70,Male,White,18/07/2017,Springfield,OR,Gunshot,False
3503,36,Male,Unknown race,18/07/2017,Eagar,AZ,Gunshot,False
3504,25,Female,Black,17/07/2017,Norfolk,VA,Gunshot,False
3505,37,Male,Hispanic,17/07/2017,San Antonio,TX,Gunshot,False
3506,43,Male,White,17/07/2017,Boston,VA,Gunshot,False
3507,52,Male,Hispanic,17/07/2017,Las Cruces,NM,Gunshot,True
3509,22,Male,White,15/07/2017,Arlington,TX,Gunshot,False
3510,23,Male,Black,15/07/2017,Moreno Valley,CA,Gunshot,False
3511,29,Male,Hispanic,15/07/2017,Pacoima,CA,Gunshot,False
3513,40,Female,White,15/07/2017,Minneapolis,MN,Gunshot,False
3514,42,Male,Hispanic,13/07/2017,Goodyear,AZ,Gunshot,False
3515,55,Male,White,13/07/2017,Tucson,AZ,Gunshot,False
3516,56,Male,White,13/07/2017,Zephyrhills,FL,Gunshot,False
3517,33,Male,Native American,12/07/2017,Oklahoma City,OK,Gunshot,False
3518,40,Male,White,12/07/2017,Lake View,SC,Gunshot,False
3519,58,Male,White,12/07/2017,Grover Beach,CA,"Gunshot, Taser",False
3520,27,Male,White,11/07/2017,Las Vegas,NV,Gunshot,True
3521,34,Male,White,11/07/2017,Johnson Creek,WI,Gunshot,False
3523,48,Male,White,11/07/2017,Poplar Bluff,MO,Gunshot,False
3524,54,Male,White,11/07/2017,Golden Valley,AZ,Gunshot,False
3525,47,Male,Black,11/07/2017,Leavenworth,KS,Gunshot,False
3526,39,Male,White,10/07/2017,Harris,MN,Gunshot,False
3527,26,Male,White,10/07/2017,Mount Airy,MD,Gunshot,False
3528,24,Male,Hispanic,09/07/2017,Chicago,IL,Gunshot,False
3530,28,Male,White,09/07/2017,Uniontown,OH,Gunshot,False
3531,34,Male,White,09/07/2017,Bainbridge Island,WA,Gunshot,False
3532,54,Male,Black,09/07/2017,Akron,OH,Gunshot,False
3533,22,Male,White,08/07/2017,Lacey,WA,Gunshot,False
3534,23,Male,Black,08/07/2017,Crescent City,FL,"Gunshot, Taser",False
3535,50,Female,White,08/07/2017,Benson,NC,Gunshot,False
3536,30,Male,Black,07/07/2017,Franklinton,OH,Gunshot,True
3537,33,Male,Black,07/07/2017,Marietta,GA,Gunshot,False
3539,16,Male,White,07/07/2017,Huntsville,AL,Gunshot,False
3540,27,Male,Black,06/07/2017,Mamou,LA,Gunshot,False
3541,35,Male,Hispanic,06/07/2017,Plant City,FL,Gunshot,False
3542,29,Female,White,05/07/2017,Des Moines,IA,Gunshot,True
3543,34,Male,Black,05/07/2017,Bronx,NY,Gunshot,False
3544,45,Male,White,05/07/2017,Sallisaw,OK,Gunshot,False
3545,51,Male,White,05/07/2017,Madison,ME,Gunshot,False
3546,53,Male,White,05/07/2017,Maeystown,IL,Gunshot,False
3547,24,Male,Hispanic,05/07/2017,Vista,CA,Gunshot,False
3548,28,Male,Hispanic,04/07/2017,Albuquerque,NM,Gunshot,False
3549,30,Male,Hispanic,04/07/2017,Federal Heights,CO,Gunshot,False
3550,36,Male,Black,04/07/2017,Vandalia,OH,Gunshot,False
3551,39,Male,White,04/07/2017,Belleville,IL,Gunshot,False
3552,46,Male,White,04/07/2017,West Richland,WA,Gunshot,False
3554,32,Male,White,04/07/2017,Farmington,UT,Gunshot,False
3555,25,Male,White,03/07/2017,Hillsboro,OR,Gunshot,False
3557,42,Male,Black,03/07/2017,Antioch,CA,Gunshot,False
3558,45,Male,White,03/07/2017,Bonaire,GA,Gunshot,False
3559,51,Male,White,03/07/2017,Fishers,IN,Gunshot,False
3560,53,Male,White,03/07/2017,Spokane,WA,Gunshot,True
3561,39,Male,White,02/07/2017,Norfolk,VA,Gunshot,False
3562,19,Male,White,01/07/2017,Fort Collins,CO,Gunshot,True
3563,23,Male,Hispanic,01/07/2017,Glendale,AZ,Gunshot,True
3564,37,Male,Black,01/07/2017,Chicago,IL,Gunshot,True
3566,32,Female,Hispanic,30/06/2017,Englewood,CO,Gunshot,False
3567,33,Male,Hispanic,30/06/2017,Westminster,CO,Gunshot,False
3568,23,Male,White,30/06/2017,Fort Collins,CO,Gunshot,False
3569,37,Male,Hispanic,29/06/2017,Deltona,FL,Gunshot,False
3570,41,Male,Hispanic,29/06/2017,Burbank,CA,Gunshot,False
3571,45,Male,Black,29/06/2017,Indianapolis,IN,Gunshot,False
3572,23,Male,Black,29/06/2017,Marietta,GA,Gunshot,False
3573,Unknown,Male,Hispanic,28/06/2017,Los Angeles,CA,Gunshot,True
3574,37,Male,Black,28/06/2017,Nashville,TN,Gunshot,False
3575,35,Male,Hispanic,27/06/2017,Amarillo,TX,"Gunshot, Taser",False
3576,24,Male,Black,25/06/2017,Oklahoma City,OK,Gunshot,True
3577,36,Male,Hispanic,25/06/2017,Rowe,NM,Gunshot,False
3578,47,Male,White,25/06/2017,Cave Creek,AZ,Gunshot,False
3579,56,Male,White,25/06/2017,Las Vegas,NV,Gunshot,False
3580,56,Male,Black,25/06/2017,North Charleston,SC,Gunshot,False
3581,37,Male,White,24/06/2017,Florence,OR,Gunshot,False
3582,47,Male,White,24/06/2017,Tulsa,OK,Gunshot,False
3583,20,Male,Black,24/06/2017,Kent,WA,Gunshot,False
3584,Unknown,Male,White,24/06/2017,Deer Park,AL,Gunshot,False
3585,34,Male,Hispanic,23/06/2017,Phoenix,AZ,Gunshot,False
3586,20,Male,Hispanic,22/06/2017,Los Angeles,CA,Gunshot,False
3587,17,Male,Hispanic,22/06/2017,Palmdale,CA,Gunshot,False
3588,37,Male,Hispanic,21/06/2017,Millerton,OK,Gunshot,False
3589,33,Male,White,21/06/2017,Nevada,MO,Gunshot,False
3590,28,Male,Hispanic,20/06/2017,Las Vegas,NV,"Gunshot, Taser",False
3591,32,Male,White,20/06/2017,Hamilton,OH,Gunshot,False
3592,40,Male,White,20/06/2017,Franklin,TN,Gunshot,False
3593,50,Male,White,20/06/2017,Lehigh,KS,Gunshot,False
3594,36,Male,Hispanic,20/06/2017,South Gate,CA,Gunshot,False
3595,21,Male,Native American,19/06/2017,Fairbanks,AK,Gunshot,False
3596,28,Male,White,19/06/2017,Dallas,TX,Gunshot,False
3597,30,Female,Black,18/06/2017,Seattle,WA,Gunshot,False
3598,64,Male,White,18/06/2017,Waukesha,WI,Gunshot,False
3599,30,Male,Hispanic,18/06/2017,Edinburg,TX,Asphyxiated,True
3600,48,Male,White,17/06/2017,Rapid City,SD,Gunshot,False
3601,28,Female,Hispanic,17/06/2017,Montebello,CA,Gunshot,False
3602,30,Male,Hispanic,16/06/2017,Rialto,CA,Gunshot,True
3603,32,Male,Hispanic,16/06/2017,Madera,CA,Gunshot,False
3604,37,Male,White,16/06/2017,Antioch,CA,Gunshot,False
3605,41,Male,White,16/06/2017,Water Valley,MS,Gunshot,False
3606,24,Female,White,16/06/2017,Water Valley,MS,Gunshot,False
3608,40,Male,White,15/06/2017,Newton,NH,Gunshot,False
3609,54,Male,White,14/06/2017,Somerville,TN,"Gunshot, Unspecified Less Lethal Weapon",False
3610,66,Male,White,14/06/2017,Alexandria,VA,Gunshot,False
3611,20,Male,Asian,14/06/2017,Burien,WA,"Gunshot, Taser",False
3612,24,Male,White,13/06/2017,Jerseyville,IL,Gunshot,False
3613,33,Male,Black,13/06/2017,St. Louis,MO,Gunshot,False
3614,36,Male,Black,13/06/2017,Baton Rouge,LA,Gunshot,False
3615,36,Male,White,13/06/2017,Hampton,NH,Gunshot,False
3616,19,Male,Black,13/06/2017,Milwaukee,WI,Gunshot,False
3617,35,Male,Black,12/06/2017,Broussard,LA,Gunshot,False
3618,45,Male,Hispanic,12/06/2017,Selma,CA,"Gunshot, Taser",False
3619,50,Male,White,12/06/2017,Barbourville,KY,Gunshot,False
3620,63,Male,Hispanic,12/06/2017,Plano,TX,Gunshot,False
3621,60,Male,White,11/06/2017,Abilene,TX,Gunshot,False
3622,25,Male,Pacific Islander,10/06/2017,Auburn,WA,Gunshot,False
3623,53,Male,White,10/06/2017,North English,IA,Gunshot,False
3624,82,Male,White,10/06/2017,Miami,FL,Gunshot,False
3625,29,Male,Black,09/06/2017,Tulsa,OK,"Gunshot, Taser",False
3626,44,Male,Hispanic,09/06/2017,Lyons,IL,Gunshot,False
3627,32,Male,Black,08/06/2017,Philadelphia,PA,"Gunshot, Taser",False
3628,33,Female,White,08/06/2017,Long Beach,CA,Gunshot,False
3630,45,Male,Hispanic,08/06/2017,Ridgecrest,CA,Gunshot,False
3631,48,Male,White,08/06/2017,Loveland,CO,Gunshot,False
3632,57,Male,White,08/06/2017,Roland,OK,Gunshot,False
3633,21,Male,Hispanic,07/06/2017,Fresno,CA,Gunshot,True
3634,21,Male,White,07/06/2017,St. Louis,MO,Gunshot,False
3635,35,Male,White,07/06/2017,Dundalk,MD,Gunshot,True
3636,54,Male,White,07/06/2017,Orrington,ME,Gunshot,False
3637,75,Male,White,07/06/2017,Sawmills,NC,Gunshot,False
3638,50,Male,Unknown race,06/06/2017,Vancouver,WA,Gunshot,False
3640,34,Male,White,05/06/2017,Lake Wales,FL,Gunshot,False
3641,37,Male,Black,05/06/2017,Shiner,TX,Gunshot,False
3642,45,Male,White,05/06/2017,Bardstown,KY,Gunshot,False
3643,47,Male,Black,05/06/2017,Miami,FL,Gunshot,False
3645,27,Male,White,04/06/2017,Callahan,FL,Gunshot,False
3646,66,Male,White,04/06/2017,Campo,CA,Gunshot,False
3648,44,Male,White,03/06/2017,Avondale,AZ,Gunshot,False
3649,17,Male,Black,02/06/2017,Chicago,IL,Gunshot,False
3650,18,Male,Asian,02/06/2017,Tulsa,OK,Gunshot,False
3651,29,Male,Black,02/06/2017,Abbeville,AL,Gunshot,False
3652,55,Male,Hispanic,02/06/2017,Laredo,TX,Gunshot,False
3653,34,Male,Black,02/06/2017,Petal,MS,Gunshot,False
3655,51,Male,White,02/06/2017,Fernandina Beach,FL,Gunshot,False
3656,27,Male,Hispanic,01/06/2017,Las Vegas,NV,Gunshot,False
3657,17,Male,White,31/05/2017,Centennial,CO,Gunshot,False
3658,24,Male,White,31/05/2017,Hesperia,CA,Gunshot,False
3659,37,Male,White,29/05/2017,Arundel,ME,Gunshot,False
3660,63,Male,Unknown race,29/05/2017,Gerrardstown,WV,Gunshot,False
3661,20,Male,Hispanic,29/05/2017,Vacaville,CA,Gunshot,True
3662,21,Male,Hispanic,28/05/2017,Miami Beach,FL,Gunshot,False
3663,22,Male,Black,28/05/2017,Cary,NC,Gunshot,False
3665,Unknown,Male,Hispanic,28/05/2017,San Jose,CA,"Gunshot, Taser",False
3667,Unknown,Male,Hispanic,27/05/2017,Austell,GA,Gunshot,False
3668,30,Male,White,27/05/2017,Oneida,TN,Gunshot,False
3669,15,Male,Black,26/05/2017,Arcadia,CA,Gunshot,False
3670,33,Male,Black,26/05/2017,St. Louis,MO,Gunshot,False
3671,34,Male,White,26/05/2017,Tucson,AZ,Gunshot,False
3672,59,Male,Hispanic,26/05/2017,San Rafael,NM,Gunshot,False
3673,23,Male,White,25/05/2017,Fairbanks,AK,Gunshot,False
3674,22,Male,Black,25/05/2017,West Milwaukee,WI,Taser,True
3675,59,Male,White,24/05/2017,San Francisco,CA,Gunshot,False
3676,Unknown,Male,Hispanic,24/05/2017,Compton,CA,Gunshot,False
3677,24,Male,White,24/05/2017,Canton,OH,Gunshot,True
3678,21,Male,Hispanic,23/05/2017,Phoenix,AZ,"Gunshot, Taser",False
3679,31,Male,White,23/05/2017,Mountain Home,ID,Gunshot,False
3680,65,Male,White,23/05/2017,Pahrump,NV,Gunshot,False
3681,74,Male,White,23/05/2017,Knoxville,TN,Gunshot,False
3684,43,Male,White,21/05/2017,Allentown,PA,Gunshot,False
3685,24,Male,Black,21/05/2017,Converse,LA,Gunshot,False
3686,33,Male,Black,21/05/2017,Appleton,WI,Gunshot,False
3687,37,Male,Hispanic,21/05/2017,Okeechobee,FL,Gunshot,False
3689,58,Male,White,20/05/2017,Pleasanton,CA,Gunshot,True
3690,47,Male,White,20/05/2017,Bangor,PA,Gunshot,False
3691,18,Male,Black,19/05/2017,Glendale,AZ,Gunshot,True
3692,65,Male,White,19/05/2017,Belgrade,ME,Gunshot,False
3694,28,Male,White,18/05/2017,Arlington,VA,Gunshot,False
3696,24,Male,Hispanic,16/05/2017,Tustin,CA,Gunshot,False
3697,25,Male,Black,16/05/2017,Tempe,AZ,Gunshot,False
3698,38,Male,White,16/05/2017,Clinton,MT,Gunshot,False
3699,41,Female,White,16/05/2017,Washington,DC,Gunshot,False
3702,29,Male,Black,15/05/2017,Richmond,VA,Gunshot,False
3703,34,Male,Hispanic,15/05/2017,Del Mar,CA,Gunshot,False
3704,47,Male,White,15/05/2017,Johnson City,TN,Gunshot,False
3705,48,Male,White,15/05/2017,Wewoka,OK,Gunshot,False
3706,41,Male,Hispanic,14/05/2017,Kingman,AZ,Gunshot,False
3707,48,Male,White,14/05/2017,Pulaski,VA,Gunshot,False
3711,41,Male,Black,13/05/2017,Columbia,MO,Gunshot,False
3714,30,Male,White,12/05/2017,Billings,MT,Gunshot,False
3715,46,Male,White,12/05/2017,Jupiter,FL,Gunshot,False
3716,51,Male,Black,12/05/2017,Philadelphia,PA,"Gunshot, Taser",False
3717,35,Male,White,12/05/2017,Robertsdale,AL,Gunshot,False
3719,Unknown,Male,Hispanic,11/05/2017,Arlington,TX,Gunshot,False
3720,24,Male,Black,10/05/2017,Portland,OR,Gunshot,False
3721,50,Female,Black,10/05/2017,St. Louis,MO,Gunshot,False
3722,50,Male,White,10/05/2017,Lakeside,CA,"Gunshot, Taser",False
3723,25,Male,Black,09/05/2017,Jacksonville,FL,Gunshot,False
3724,34,Male,White,09/05/2017,Tiffin,OH,Gunshot,False
3725,40,Male,White,09/05/2017,Westminster,CO,Gunshot,False
3726,36,Male,White,09/05/2017,Brighton,MI,Gunshot,False
3727,39,Male,White,09/05/2017,Lexington,SC,Gunshot,False
3728,15,Male,Hispanic,09/05/2017,Bridgeport,CT,Gunshot,False
3729,29,Male,White,08/05/2017,Sunland,CA,Gunshot,False
3730,32,Male,Black,08/05/2017,Rancho Cordova,CA,"Gunshot, Police Dog",False
3731,24,Male,Black,07/05/2017,Austin,TX,Gunshot,False
3732,26,Male,Hispanic,07/05/2017,Buffalo,NY,Gunshot,False
3733,27,Male,Black,07/05/2017,Phenix City,AL,Gunshot,False
3735,62,Male,White,06/05/2017,Las Vegas,NV,Gunshot,False
3736,15,Male,White,06/05/2017,San Diego,CA,Gunshot,True
3738,54,Female,Hispanic,04/05/2017,Katy,TX,Gunshot,False
3740,18,Male,Black,03/05/2017,Grand Rapids,MI,Gunshot,False
3741,24,Male,White,03/05/2017,San Jose,CA,Gunshot,False
3742,26,Male,White,03/05/2017,San Francisco,CA,Gunshot,True
3743,28,Male,Pacific Islander,03/05/2017,San Jose,CA,Gunshot,False
3744,67,Male,White,03/05/2017,Peachtree City,GA,Gunshot,False
3745,48,Male,Black,02/05/2017,Irving,TX,"Gunshot, Taser",False
3746,20,Male,Hispanic,01/05/2017,Austin,TX,Gunshot,False
3747,25,Male,White,01/05/2017,Conroe,TX,Gunshot,False
3748,32,Male,White,30/04/2017,Tom,OK,Gunshot,False
3749,46,Male,Black,30/04/2017,Detroit,MI,Gunshot,False
3750,49,Male,White,30/04/2017,San Diego,CA,Gunshot,False
3752,35,Male,Black,29/04/2017,Newport News,VA,Gunshot,False
3753,59,Male,White,29/04/2017,Pāpa‘Aloa,HI,Gunshot,False
3754,15,Male,Black,29/04/2017,Balch Springs,TX,Gunshot,True
3755,33,Male,Hispanic,29/04/2017,Santa Fe,NM,Gunshot,False
3756,25,Male,Hispanic,28/04/2017,San Mateo,CA,Gunshot,False
3757,32,Male,Black,28/04/2017,Atlanta,GA,Gunshot,False
3758,26,Male,Black,27/04/2017,Bear,DE,Gunshot,False
3759,53,Male,White,27/04/2017,Rapid City,SD,Gunshot,False
3760,53,Male,White,26/04/2017,Lewistown,PA,Gunshot,False
3761,57,Male,Black,26/04/2017,Jacksonville,FL,"Gunshot, Taser",False
3762,32,Male,White,26/04/2017,Columbus,OH,Gunshot,False
3763,23,Male,Black,25/04/2017,Newark,NJ,Gunshot,False
3764,27,Male,Black,25/04/2017,Lizella,GA,"Gunshot, Taser",False
3766,52,Male,Hispanic,25/04/2017,Fort Worth,TX,Gunshot,True
3768,20,Male,Hispanic,25/04/2017,Bellflower,CA,Gunshot,False
3769,15,Male,Black,24/04/2017,Killeen,TX,Gunshot,False
3770,16,Male,Black,24/04/2017,Houston,TX,Gunshot,True
3771,79,Male,White,24/04/2017,Stewartstown,PA,Gunshot,False
3772,35,Male,White,24/04/2017,Wolf Creek,OR,"Gunshot, Taser",False
3773,70,Male,White,23/04/2017,Prescott,AZ,Gunshot,False
3774,24,Male,White,22/04/2017,Hamilton,OH,Gunshot,False
3775,43,Male,Asian,22/04/2017,Yuba City,CA,Gunshot,False
3776,39,Male,Black,22/04/2017,Portage,IN,Gunshot,False
3777,25,Male,White,21/04/2017,West Linn,OR,Gunshot,False
3778,19,Male,Black,20/04/2017,Seattle,WA,Gunshot,False
3779,26,Male,Hispanic,20/04/2017,Hardeeville,SC,Gunshot,False
3780,55,Male,Hispanic,20/04/2017,San Antonio,TX,"Gunshot, Taser",False
3781,64,Male,White,20/04/2017,Edmond,OK,Gunshot,False
3782,17,Female,White,20/04/2017,Glendale,AZ,Gunshot,False
3783,25,Male,Hispanic,20/04/2017,Glendale,AZ,Gunshot,False
3785,21,Male,Black,19/04/2017,Wilmington,DE,Gunshot,True
3786,32,Male,White,18/04/2017,Brandywine,WV,Gunshot,False
3787,47,Male,White,16/04/2017,St. Paul,MN,Gunshot,False
3788,33,Male,Black,15/04/2017,West Memphis,AR,Gunshot,False
3789,56,Male,White,15/04/2017,Newport Beach,CA,Gunshot,False
3790,56,Male,White,15/04/2017,Orwell,OH,Gunshot,False
3791,16,Male,Hispanic,15/04/2017,Fresno,CA,Gunshot,True
3793,24,Male,Native American,14/04/2017,Mandan,ND,Gunshot,False
3794,33,Male,White,14/04/2017,Tacoma,WA,Gunshot,False
3795,Unknown,Male,Unknown race,14/04/2017,Paterson,NJ,Gunshot,False
3796,57,Male,White,13/04/2017,Suffield,CT,Gunshot,False
3797,33,Male,White,13/04/2017,Sparta,TN,Gunshot,False
3798,25,Male,White,12/04/2017,Udall,KS,Gunshot,False
3799,28,Male,Black,12/04/2017,Los Angeles,CA,Gunshot,False
3801,38,Male,White,12/04/2017,Avondale,AZ,Gunshot,False
3802,30,Male,White,10/04/2017,Cleveland,OH,Gunshot,False
3803,39,Male,Black,10/04/2017,Houston,TX,Gunshot,True
3804,36,Male,Unknown race,09/04/2017,Ontario,CA,Gunshot,False
3805,36,Male,Hispanic,09/04/2017,Santa Paula,CA,Gunshot,False
3806,25,Male,White,08/04/2017,Eau Claire,WI,Gunshot,False
3807,33,Male,Native American,07/04/2017,Kyle,SD,Gunshot,False
3808,37,Male,Black,06/04/2017,Newark,NJ,Gunshot,False
3809,38,Male,White,06/04/2017,Madison,OH,Gunshot,False
3810,49,Male,Black,06/04/2017,Largo,FL,Gunshot,False
3811,68,Male,White,06/04/2017,Bradenton,FL,Gunshot,False
3812,39,Male,Black,06/04/2017,Westerville,OH,Gunshot,False
3813,19,Male,Hispanic,05/04/2017,Goshen,IN,Gunshot,False
3814,22,Male,White,05/04/2017,Little Rock,AR,Gunshot,False
3815,65,Male,White,04/04/2017,Napa,CA,Gunshot,False
