,age,gender,race,date,city,state,cause,body_camera
1757,40,Male,White,07/02/2019,Memphis,TN,Gunshot,False
1758,48,Male,Unknown race,07/02/2019,Edinburg,TX,Gunshot,False
1759,58,Male,White,07/02/2019,Madera,CA,Gunshot,True
1760,29,Male,White,07/02/2019,Banning,CA,Gunshot,False
1761,38,Male,White,07/02/2019,Snyder,TX,Gunshot,False
1762,20,Male,White,06/02/2019,La Salle,CO,Gunshot,False
1764,43,Male,Black,06/02/2019,Murfreesboro,TN,Gunshot,False
1765,31,Male,Black,05/02/2019,Shreveport,LA,Gunshot,False
1766,44,Male,Black,04/02/2019,Farmville,VA,Gunshot,False
1767,80,Male,White,04/02/2019,Clarksburg,WV,Gunshot,False
1769,18,Male,White,03/02/2019,Orange Park,FL,Gunshot,False
1770,47,Male,White,03/02/2019,Flagstaff,AZ,Gunshot,True
1771,35,Male,Hispanic,03/02/2019,Waukegan,IL,Gunshot,True
1772,40,Male,Black,02/02/2019,Stockton,CA,Gunshot,False
1773,68,Male,Black,02/02/2019,Buford,GA,Gunshot,False
1774,46,Male,Hispanic,01/02/2019,Denver,CO,Gunshot,False
1775,24,Male,Unknown race,31/01/2019,Passaic,NJ,Gunshot,False
1776,47,Male,White,30/01/2019,Phoenix,AZ,Gunshot,False
1777,52,Male,White,30/01/2019,Midland,TX,Gunshot,False
1778,27,Male,Hispanic,29/01/2019,Austin,TX,Gunshot,True
1779,51,Male,Pacific Islander,29/01/2019,Honolulu,HI,Gunshot,False
1780,29,Male,Black,28/01/2019,Jackson,MI,Gunshot,False
1781,30,Male,White,28/01/2019,Binghamton,NY,Gunshot,False
1782,46,Male,White,28/01/2019,Red Bluff,CA,Gunshot,False
1783,46,Male,Black,28/01/2019,Newark,NJ,Gunshot,False
1784,52,Male,Unknown race,28/01/2019,Richvale,CA,Gunshot,False
1785,59,Male,White,28/01/2019,Houston,TX,Gunshot,False
1786,55,Male,White,28/01/2019,Wichita,KS,Gunshot,False
1787,58,Female,White,28/01/2019,Houston,TX,Gunshot,False
1788,27,Male,Black,28/01/2019,Mercury,NV,Gunshot,False
1789,25,Male,Native American,27/01/2019,Rosebud,SD,Gunshot,False
1790,48,Male,Unknown race,25/01/2019,Garland,TX,Gunshot,False
1791,60,Male,White,25/01/2019,Dyersburg,TN,Gunshot,False
1792,69,Male,Unknown race,25/01/2019,Century,FL,Gunshot,False
1795,24,Female,White,24/01/2019,St. Louis,MO,Gunshot,False
1796,26,Male,Hispanic,24/01/2019,Ehrenberg,AZ,Gunshot,False
1797,20,Male,Hispanic,23/01/2019,Flagstaff,AZ,Gunshot,False
1798,46,Male,Black,23/01/2019,Spokane,WA,Gunshot,False
1799,46,Male,White,23/01/2019,Valparaiso,IN,Gunshot,True
1800,20,Male,White,23/01/2019,Flagstaff,AZ,Gunshot,False
1801,Unknown,,Native American,23/01/2019,Naschitti,NM,Gunshot,False
1802,21,Male,Black,22/01/2019,Atlanta,GA,Gunshot,False
1803,37,Male,Hispanic,21/01/2019,North Las Vegas,NV,Gunshot,False
1805,26,Male,White,20/01/2019,Billings,MT,Gunshot,False
1807,42,Male,White,19/01/2019,Woodburn,OR,Gunshot,False
1808,35,Male,White,19/01/2019,St. Louis Park,MN,Gunshot,False
1809,30,Male,White,19/01/2019,Knoxville,TN,Gunshot,False
1810,64,Male,White,18/01/2019,O'Fallon,MO,Gunshot,False
1811,31,Male,Black,16/01/2019,Silver Spring,MD,Gunshot,False
1812,32,Male,White,16/01/2019,Charlotte,NC,Gunshot,False
1814,57,Male,White,16/01/2019,Sperry,OK,Gunshot,True
1815,46,Male,White,16/01/2019,Fort Lupton,CO,Gunshot,False
1816,30,Male,Black,16/01/2019,West Memphis,AR,Gunshot,False
1817,32,Female,White,16/01/2019,West Memphis,AR,Gunshot,False
1818,Unknown,,Unknown race,16/01/2019,Nashua,IA,Gunshot,False
1819,22,Male,Black,15/01/2019,St. Louis,MO,Gunshot,False
1821,48,Male,White,15/01/2019,Roseville,CA,Gunshot,False
1822,14,Male,Hispanic,15/01/2019,Tempe,AZ,Gunshot,True
1823,18,Male,Black,15/01/2019,Atlanta,GA,Gunshot,False
1824,25,Male,Hispanic,14/01/2019,El Paso,TX,Gunshot,False
1825,33,Male,White,14/01/2019,Odessa,TX,Gunshot,False
1826,38,Male,Black,14/01/2019,Vacaville,CA,Gunshot,False
1827,39,Male,Black,14/01/2019,Swedesboro,NJ,Gunshot,False
1828,45,Male,Black,14/01/2019,Marysville,CA,Gunshot,False
1829,62,Male,Unknown race,14/01/2019,Gainesville,GA,Gunshot,False
1830,18,Male,Hispanic,14/01/2019,Pueblo,CO,Gunshot,False
1832,28,Male,Hispanic,13/01/2019,Cathedral City,CA,Gunshot,False
1833,43,Male,Unknown race,13/01/2019,Lakewood,WA,Gunshot,False
1835,34,Male,White,13/01/2019,White Lake,SD,Gunshot,False
1836,48,Male,White,12/01/2019,Colorado Springs,CO,Gunshot,False
1837,43,Male,Hispanic,12/01/2019,Calabasas,CA,Gunshot,False
1838,58,Male,White,12/01/2019,Sunman,IN,Gunshot,False
1839,19,Male,Black,11/01/2019,Phoenix,AZ,Gunshot,False
1840,20,Male,Black,11/01/2019,Arlington,TX,Gunshot,False
1841,26,Male,Black,11/01/2019,Lake Charles,LA,Gunshot,False
1842,30,Male,Hispanic,11/01/2019,Eugene,OR,Gunshot,True
1843,Unknown,Male,Unknown race,11/01/2019,Huntsville,TX,Gunshot,False
1845,29,Male,White,10/01/2019,Wichita,KS,Gunshot,False
1846,71,Male,Black,10/01/2019,Eclectic,AL,Gunshot,False
1847,33,Male,Unknown race,08/01/2019,Midland,TX,Gunshot,False
1848,53,Male,Unknown race,08/01/2019,Leadwood,MO,Gunshot,False
1851,35,Male,White,07/01/2019,Spokane,WA,Gunshot,True
1852,37,Male,Hispanic,07/01/2019,Kent,WA,Gunshot,False
1853,42,Male,White,07/01/2019,Tulsa,OK,Gunshot,False
1856,36,Male,Black,06/01/2019,Portland,OR,Gunshot,False
1857,42,Male,Black,06/01/2019,Hurricane,WV,Gunshot,False
1858,Unknown,Male,Unknown race,06/01/2019,Cache,OK,Gunshot,False
1859,28,Male,Hispanic,05/01/2019,Lemon Grove,CA,Gunshot,False
1860,29,Male,Hispanic,05/01/2019,Fresno,CA,Gunshot,False
1861,50,Male,White,05/01/2019,Oak Grove,OR,Gunshot,False
1862,55,Male,White,05/01/2019,Santa Clara,CA,Gunshot,False
1863,81,Male,Unknown race,05/01/2019,Union,SC,Gunshot,False
1864,Unknown,Male,Unknown race,05/01/2019,Riverside,CA,Gunshot,False
1865,32,Male,Black,04/01/2019,Houston,TX,Gunshot,False
1866,33,Male,Black,04/01/2019,New Orleans,LA,Gunshot,True
1867,27,Male,White,04/01/2019,San Marcos,TX,Gunshot,False
1868,39,Male,White,04/01/2019,Amarillo,TX,Gunshot,False
1869,25,Male,White,03/01/2019,Albert Lea,MN,Gunshot,False
1870,27,Male,Black,03/01/2019,Millbrook,AL,Gunshot,False
1871,31,Male,White,03/01/2019,Bozeman,MT,Gunshot,False
1872,33,Male,Hispanic,03/01/2019,Visalia,CA,Gunshot,False
1873,39,Male,Hispanic,03/01/2019,San Antonio,TX,Gunshot,False
1874,63,Male,White,03/01/2019,Southold,NY,Gunshot,False
1875,20,Male,Black,02/01/2019,Memphis,TN,Gunshot,True
1876,33,Male,White,02/01/2019,San Antonio,TX,Gunshot,False
1877,35,Male,Black,02/01/2019,Niles,OH,Gunshot,False
1878,26,Male,White,01/01/2019,Alleghany,NC,Gunshot,False
1879,28,Male,Black,01/01/2019,Shallotte,NC,Gunshot,False
1880,30,Male,Pacific Islander,31/12/2018,Seattle,WA,Gunshot,False
1881,45,Male,White,31/12/2018,Dayton,IA,Gunshot,False
1883,Unknown,Male,Unknown race,31/12/2018,Van Nuys,CA,Gunshot,True
1887,49,Male,White,30/12/2018,Llano,TX,Gunshot,False
1889,42,Male,White,29/12/2018,St. Joseph,MO,Gunshot,False
1890,45,Male,White,29/12/2018,Danbury,CT,"Gunshot, Taser",False
1892,34,Male,White,28/12/2018,Tullahoma,TN,Gunshot,False
1898,21,Male,White,26/12/2018,Rector,AR,Gunshot,False
1899,35,Male,Black,26/12/2018,Clearwater,FL,Gunshot,False
1900,17,Male,Black,26/12/2018,Lakeland,FL,Gunshot,False
1901,34,Male,Hispanic,25/12/2018,Buckeye,AZ,Gunshot,False
1902,24,Female,Hispanic,25/12/2018,San Jose,CA,Gunshot,False
1903,35,Male,Hispanic,24/12/2018,Albuquerque,NM,Gunshot,False
1904,26,Male,Pacific Islander,23/12/2018,Wailuku,HI,Gunshot,True
1905,36,Male,Hispanic,23/12/2018,Albuquerque,NM,Gunshot,False
1907,57,Male,Hispanic,21/12/2018,Azusa,CA,Gunshot,False
1908,23,Male,White,20/12/2018,Toledo,OH,Gunshot,False
1910,Unknown,Male,Unknown race,20/12/2018,Lake Elsinore,CA,Gunshot,False
1911,27,Male,White,19/12/2018,Union City,PA,Gunshot,False
1912,32,Male,Unknown race,19/12/2018,Fort Worth,TX,Gunshot,False
1916,Unknown,Male,Unknown race,19/12/2018,Phoenix,AZ,Gunshot,False
1917,24,Male,White,18/12/2018,Terre Haute,IN,Gunshot,False
1919,31,Female,Black,18/12/2018,Hopewell,VA,Gunshot,False
1920,27,Male,Black,18/12/2018,Lehighton,PA,Gunshot,False
1921,34,Male,Hispanic,17/12/2018,Phoenix,AZ,Gunshot,False
1922,42,Male,White,17/12/2018,Sacramento,CA,Gunshot,False
1924,35,Male,White,16/12/2018,Oklahoma City,OK,Gunshot,False
1925,46,Male,Unknown race,16/12/2018,Kansas City,KS,Gunshot,False
1926,47,Female,Black,16/12/2018,Darlington,SC,Gunshot,False
1927,50,Male,White,16/12/2018,Mesa,AZ,Gunshot,False
1928,60,Male,White,16/12/2018,Apple Creek,OH,Gunshot,True
1929,35,Male,Hispanic,15/12/2018,Hanford,CA,Gunshot,False
1930,57,Male,Unknown race,15/12/2018,Shirley,NY,Gunshot,False
1938,19,Male,Hispanic,12/12/2018,Albuquerque,NM,Gunshot,False
1939,43,Male,White,12/12/2018,Jacksonville,FL,Gunshot,False
1940,18,Male,White,12/12/2018,Jacksonville,FL,Gunshot,False
1941,29,Male,Black,12/12/2018,St. Louis,MO,Gunshot,False
1942,22,Male,White,11/12/2018,Atkins,AR,Gunshot,False
1943,25,Female,White,11/12/2018,Lizella,GA,Gunshot,False
1944,27,Female,Black,11/12/2018,Calhoun,GA,Gunshot,False
1945,30,Female,Asian,11/12/2018,Pāhoa,HI,Gunshot,False
1946,47,Male,Black,11/12/2018,Buffalo,NY,Gunshot,False
1948,23,Male,White,10/12/2018,Fredonia,NY,Gunshot,False
1949,33,Male,White,10/12/2018,Redwood City,CA,Gunshot,False
1950,58,Male,White,10/12/2018,Rangely,CO,Gunshot,False
1951,23,Male,Black,09/12/2018,Torrance,CA,Gunshot,False
1953,39,Male,White,09/12/2018,Perry,OK,Gunshot,False
1955,50,Male,White,09/12/2018,Springdale,AR,Gunshot,False
1957,24,Male,Black,08/12/2018,Savannah,GA,Gunshot,False
1958,41,Male,White,08/12/2018,West Wendover (Wendover),NV,Gunshot,False
1959,16,Male,Black,07/12/2018,Columbus,OH,Gunshot,False
1961,51,Male,Hispanic,07/12/2018,Fort Pierce,FL,Gunshot,False
1962,42,Male,White,06/12/2018,Pacheco,CA,Gunshot,False
1963,46,Male,White,06/12/2018,Pahrump,NV,Gunshot,True
1964,53,Male,Black,06/12/2018,Mcdonough,GA,Gunshot,False
1968,27,Male,Hispanic,05/12/2018,Napa,CA,Gunshot,False
1969,33,Male,Black,05/12/2018,Richmond,VA,Gunshot,False
1970,41,Male,White,05/12/2018,Philadelphia,PA,Gunshot,False
1971,41,Male,White,05/12/2018,Martinez,CA,Gunshot,False
1973,18,Male,Hispanic,04/12/2018,Ogden,UT,Gunshot,True
1976,43,Male,Black,01/12/2018,Las Vegas,NV,"Gunshot, Taser",True
1977,65,Male,Black,01/12/2018,Pensacola,FL,Gunshot,False
1979,30,Male,Black,01/12/2018,Tamarac,FL,Gunshot,False
1981,37,Male,Hispanic,30/11/2018,Ogden,UT,Gunshot,True
1982,46,Male,Hispanic,29/11/2018,Phoenix,AZ,Gunshot,False
1983,37,Male,White,29/11/2018,Old Town,ME,Gunshot,False
1988,32,Male,Native American,28/11/2018,Bemidji,MN,Gunshot,True
1989,35,Male,White,28/11/2018,Louisville,KY,Gunshot,True
1990,39,Male,Unknown race,28/11/2018,Lakewood,CO,Gunshot,False
1992,33,Male,Hispanic,28/11/2018,Vancouver,WA,Gunshot,False
1993,19,Male,White,27/11/2018,Centennial,CO,Gunshot,True
1994,41,Male,White,27/11/2018,Virginia,MN,Gunshot,False
1995,42,Male,Pacific Islander,27/11/2018,Pahoa,HI,Gunshot,False
1996,35,Male,Black,27/11/2018,Topeka,KS,Gunshot,False
1997,23,Female,Unknown race,26/11/2018,Knoxville,TN,Gunshot,False
1999,64,Male,White,25/11/2018,Clinton,UT,Gunshot,False
2000,32,Male,Hispanic,24/11/2018,Salt Lake City,UT,Gunshot,False
2001,46,Male,White,23/11/2018,Central City,KY,Gunshot,False
2002,23,Male,Black,23/11/2018,Detroit,MI,Gunshot,False
2004,20,Male,White,22/11/2018,Palmer,AK,Gunshot,False
2005,21,Male,Black,22/11/2018,Birmingham,AL,Gunshot,False
2006,59,Male,White,22/11/2018,Crested Butte,CO,Gunshot,False
2007,22,Male,White,21/11/2018,Stillwater,MN,Gunshot,True
2008,24,Male,Hispanic,21/11/2018,Bell Gardens,CA,Gunshot,False
2009,48,Male,Black,21/11/2018,Talladega,AL,Gunshot,False
2010,52,Male,White,21/11/2018,Columbus,OH,Gunshot,False
2011,24,Female,White,21/11/2018,Talladega,AL,Gunshot,False
2012,42,Male,White,21/11/2018,Harrison,MI,Gunshot,False
2013,Unknown,Male,Unknown race,21/11/2018,Pasadena,TX,Gunshot,False
2014,71,Male,Unknown race,20/11/2018,Phoenix,AZ,Gunshot,False
2015,33,Male,Black,20/11/2018,Magnolia,AR,Gunshot,False
2016,65,Male,White,19/11/2018,Indianapolis,IN,Gunshot,False
2017,41,Male,White,19/11/2018,Meridian,ID,Gunshot,False
2018,49,Female,White,18/11/2018,Missoula,MT,Gunshot,False
2019,27,Male,Black,17/11/2018,Fort Pierce,FL,Gunshot,False
2020,Unknown,Male,Unknown race,16/11/2018,Houston,TX,Gunshot,False
2021,18,Male,Black,15/11/2018,Greenwood Village,CO,Gunshot,False
2022,25,Male,Black,15/11/2018,Augusta,GA,Gunshot,False
2023,60,Male,White,15/11/2018,Demopolis,AL,Gunshot,False
2024,29,Male,Hispanic,15/11/2018,Hayward,CA,Gunshot,False
2025,48,Male,White,15/11/2018,Oroville,CA,Gunshot,False
2026,22,Male,Black,14/11/2018,Fort Chiswell,VA,Gunshot,False
2027,29,Male,White,14/11/2018,Spartanburg,SC,Gunshot,False
2028,55,Male,Unknown race,14/11/2018,Haynesville,AL,Gunshot,False
2029,59,Male,White,14/11/2018,Auburn,MA,Gunshot,False
2031,38,Male,Hispanic,13/11/2018,Pratt,KS,Gunshot,False
2032,24,Male,Black,13/11/2018,Glendale,AZ,Gunshot,False
2033,25,Male,Hispanic,12/11/2018,Chattanooga,TN,Gunshot,False
2034,30,Male,Hispanic,12/11/2018,Alpine,CA,Gunshot,False
2035,36,Male,Asian,12/11/2018,Muskogee,OK,Gunshot,False
2036,39,Male,White,12/11/2018,Mantoloking,NJ,Gunshot,False
2037,47,Male,Black,12/11/2018,Oklahoma City,OK,Gunshot,False
2038,63,Male,White,12/11/2018,Fresno,CA,"Gunshot, Taser",True
2039,26,Male,Black,11/11/2018,Robbins,IL,Gunshot,False
2040,Unknown,Male,Hispanic,11/11/2018,Hemet,CA,Gunshot,False
2041,52,Male,White,11/11/2018,Wagoner,OK,Gunshot,False
2042,39,Male,Black,10/11/2018,Clarksdale,MS,Gunshot,False
2043,61,Male,White,09/11/2018,Shakopee,MN,Gunshot,False
2044,30,Male,White,09/11/2018,Salt Lake City,UT,Gunshot,True
2045,33,Male,White,09/11/2018,Ogden,UT,Gunshot,False
2046,36,Male,Black,09/11/2018,St. Paul,MN,Gunshot,True
2047,34,Male,Hispanic,08/11/2018,Charleston View,CA,Gunshot,False
2048,Unknown,Male,Unknown race,07/11/2018,San Antonio,TX,"Gunshot, Taser",False
2049,Unknown,Male,Unknown race,06/11/2018,Corona,CA,Gunshot,False
2050,Unknown,Male,Unknown race,06/11/2018,Kissimmee,FL,Gunshot,False
2051,37,Male,White,05/11/2018,Newport,TN,Gunshot,False
2052,48,Male,Asian,05/11/2018,Spartanburg,SC,Gunshot,False
2053,61,Male,White,05/11/2018,Glen Burnie,MD,Gunshot,False
2054,72,Male,White,05/11/2018,Port Charlotte,FL,Gunshot,False
2055,18,Male,Hispanic,04/11/2018,Albuquerque,NM,Gunshot,False
2056,29,Male,Black,04/11/2018,St. Clair Shores,MI,Gunshot,False
2057,39,Male,Hispanic,04/11/2018,Laramie,WY,Gunshot,False
2058,19,Male,White,04/11/2018,Golden,CO,Gunshot,False
2059,65,Male,Unknown race,03/11/2018,Bandon,OR,Gunshot,False
2060,25,Male,Asian,03/11/2018,Shelby Charter Township,MI,Gunshot,False
2061,33,Male,Black,03/11/2018,Danville,CA,Gunshot,False
2062,25,Male,White,02/11/2018,Charleston,WV,Gunshot,False
2063,35,Male,Black,02/11/2018,Idaho Falls,ID,Gunshot,False
2064,24,Male,Black,01/11/2018,Jacksonville,FL,Gunshot,False
2065,32,Male,White,31/10/2018,Port Orange,FL,Gunshot,True
2066,17,Male,Hispanic,31/10/2018,Houston,TX,Gunshot,True
2067,26,Male,Hispanic,31/10/2018,North Las Vegas,NV,Gunshot,False
2068,27,Male,Hispanic,29/10/2018,Phoenix,AZ,Gunshot,False
2069,30,Male,Black,29/10/2018,Los Angeles,CA,Gunshot,False
2070,34,Male,White,29/10/2018,South Lake Tahoe,CA,Gunshot,False
2072,42,Female,White,29/10/2018,Barnesville,GA,Gunshot,False
2073,28,Male,Black,29/10/2018,Parkville,MD,Gunshot,False
2074,30,Male,Black,27/10/2018,Kingwood,TX,Gunshot,False
2075,44,Male,Native American,27/10/2018,Las Vegas,NV,Gunshot,True
2076,28,Male,Black,25/10/2018,St. Louis,MO,Gunshot,False
2077,45,Male,Unknown race,24/10/2018,Detroit,MI,Gunshot,True
2079,37,Male,White,23/10/2018,Tulsa,OK,Gunshot,False
2080,24,Male,White,23/10/2018,Martha Lake,WA,Gunshot,False
2081,27,Male,White,23/10/2018,Davenport,IA,Gunshot,False
2082,18,Male,Black,22/10/2018,Snellville,GA,"Gunshot, Taser",False
2083,26,Male,White,22/10/2018,Riverton,UT,Gunshot,False
2084,37,Male,Hispanic,22/10/2018,Pittsburg,CA,Gunshot,True
2085,61,Male,White,22/10/2018,Newport,TN,Gunshot,False
2086,27,Male,Black,21/10/2018,Washington,NC,Gunshot,True
2087,Unknown,Male,Unknown race,21/10/2018,Quincy,FL,Gunshot,False
2088,34,Female,White,20/10/2018,McBee,SC,Gunshot,False
2089,35,Male,White,20/10/2018,Paris,TX,Gunshot,False
2090,50,Male,White,20/10/2018,Spanaway,WA,Gunshot,False
2091,25,Male,White,19/10/2018,Brockton,MA,Gunshot,False
2093,21,Male,Black,19/10/2018,Miami Gardens,FL,Gunshot,False
2094,63,Male,Black,18/10/2018,Monroe,GA,Gunshot,False
2095,18,Male,White,18/10/2018,Wheat Ridge,CO,Gunshot,False
2096,19,Male,Black,18/10/2018,Vineland,NJ,Gunshot,False
2097,23,Male,White,18/10/2018,Salt Lake City,UT,Gunshot,False
2099,38,Male,White,18/10/2018,Elkhorn,WI,Gunshot,False
2100,19,Male,Black,17/10/2018,Memphis,TN,Gunshot,False
2101,29,Male,White,17/10/2018,Longview,WA,Gunshot,False
2102,61,Male,White,17/10/2018,Kearns,UT,"Gunshot, Taser",False
2103,Unknown,Male,Unknown race,17/10/2018,Quinlan,TX,Gunshot,False
2104,18,Male,Black,17/10/2018,San Antonio,TX,Gunshot,False
2105,45,Male,Unknown race,16/10/2018,Tacoma,WA,Gunshot,False
2106,58,Male,Hispanic,15/10/2018,Columbus,OH,Gunshot,False
2107,17,Male,Hispanic,14/10/2018,Porterville,CA,Gunshot,False
2108,22,Male,Black,14/10/2018,Jeffersonville,OH,Gunshot,False
2109,41,Male,White,14/10/2018,Gainesville,GA,Gunshot,False
2110,55,Male,Unknown race,14/10/2018,Alamogordo,NM,Gunshot,False
2112,27,Male,Black,13/10/2018,Fort Smith,AR,Gunshot,False
2113,17,Male,White,12/10/2018,Orem,OR,"Gunshot, Taser",False
2114,34,Male,Unknown race,12/10/2018,Atlanta,GA,Gunshot,False
2115,43,Male,Native American,12/10/2018,Chinle,AZ,Gunshot,False
2116,84,Male,White,12/10/2018,Chandler,AZ,Gunshot,False
2117,26,Female,Pacific Islander,12/10/2018,Mountain View,HI,Gunshot,False
2118,22,Male,Black,11/10/2018,West Jordan,UT,Gunshot,False
2119,Unknown,Male,Unknown race,11/10/2018,Huntington Beach,CA,Gunshot,False
2121,21,Male,White,10/10/2018,Enterprise,NV,Gunshot,True
2122,26,Male,Unknown race,10/10/2018,Thousand Oaks,CA,Gunshot,True
2123,30,Male,White,10/10/2018,Portland,OR,Gunshot,False
2124,31,Male,Black,10/10/2018,Milwaukee,WI,Gunshot,True
2125,47,Male,Black,10/10/2018,Rochester,NY,Gunshot,False
2126,49,Female,White,10/10/2018,Sullivan,IN,Gunshot,False
2127,76,Male,White,10/10/2018,El Paso,TX,Gunshot,False
2128,22,Male,Hispanic,08/10/2018,Clovis,NM,Gunshot,False
2129,25,Male,White,08/10/2018,Wellington,CO,Gunshot,False
2130,24,Male,White,08/10/2018,Okarche,OK,Gunshot,False
2131,36,Male,White,08/10/2018,Oak Ridge,TN,Gunshot,False
2132,39,Male,Unknown race,07/10/2018,Honolulu,HI,Gunshot,True
2133,39,Male,White,07/10/2018,Lawtey,FL,Gunshot,False
2134,36,Male,White,07/10/2018,Auburn,CA,Gunshot,False
2135,31,Male,Black,05/10/2018,Nashville,TN,Gunshot,False
2136,48,Male,White,05/10/2018,Chiloquin,OR,Gunshot,False
2137,Unknown,Male,Unknown race,05/10/2018,Hayti,MO,Gunshot,False
2138,45,Male,Black,04/10/2018,Scarbro,WV,Gunshot,False
2139,25,Male,White,03/10/2018,Greenville,MS,Gunshot,False
2140,38,Male,Black,03/10/2018,Memphis,TN,Gunshot,False
2142,26,Male,White,02/10/2018,Mableton,GA,Gunshot,False
2143,36,Female,Black,02/10/2018,Victorville,CA,Gunshot,False
2144,23,Male,White,01/10/2018,Hastings,MN,Gunshot,True
2146,33,Male,White,01/10/2018,Orlando,FL,Gunshot,False
2147,27,Male,Black,30/09/2018,Portland,OR,Gunshot,False
2148,40,Male,White,30/09/2018,Greenback,TN,Gunshot,False
2149,40,Male,White,29/09/2018,Epping,NH,Gunshot,False
2150,58,Male,White,29/09/2018,Nampa,ID,Gunshot,False
2151,54,Male,White,29/09/2018,Okmulgee,OK,Gunshot,False
2153,24,Male,White,28/09/2018,Johns Island,SC,Gunshot,False
2154,19,Male,White,27/09/2018,Enid,OK,Gunshot,False
2155,32,Male,Hispanic,27/09/2018,Las Cruces,NM,Gunshot,False
2156,37,Male,Hispanic,27/09/2018,Honolulu,HI,"Gunshot, Taser",False
2157,41,Male,Black,27/09/2018,Palatka,FL,Gunshot,False
2159,23,Male,White,27/09/2018,Hammond,LA,Gunshot,False
2160,29,Male,Black,26/09/2018,Newark,NJ,Gunshot,False
2161,34,Male,Black,25/09/2018,Orlando,FL,Gunshot,False
2163,41,Male,Hispanic,25/09/2018,Stanfordville,NY,Gunshot,False
2164,20,Male,White,24/09/2018,Peoria,AZ,Gunshot,False
2165,29,Male,White,24/09/2018,Williamsburg,KY,Gunshot,False
2166,42,Male,Hispanic,24/09/2018,Los Angeles,CA,Gunshot,False
2167,29,Male,Black,23/09/2018,Baltimore,MD,Gunshot,True
2170,44,Male,Unknown race,23/09/2018,Reno,NV,Gunshot,True
2171,26,Male,White,22/09/2018,Henderson,NV,Gunshot,True
2173,40,Male,Hispanic,20/09/2018,Miami,FL,Gunshot,False
2174,55,Male,White,20/09/2018,Honolulu,HI,Gunshot,False
2181,37,Male,White,18/09/2018,Marysville,WA,Gunshot,False
2182,43,Male,White,18/09/2018,Virginia Beach,VA,Gunshot,False
2185,23,Male,Hispanic,17/09/2018,Temple Hills,MD,Gunshot,False
2186,54,Female,White,17/09/2018,Flushing,NY,Gunshot,True
2187,44,Male,White,17/09/2018,Hopkinsville,KY,Gunshot,False
2188,29,Male,Hispanic,16/09/2018,Lancaster,PA,Gunshot,False
2190,31,Male,Black,16/09/2018,Shreveport,LA,Gunshot,False
2191,40,Male,Unknown race,16/09/2018,Walla Walla,WA,Gunshot,False
2192,25,Male,White,16/09/2018,Manitowoc,WI,Gunshot,False
2193,31,Male,White,15/09/2018,Ankeny,IA,Gunshot,True
2195,50,Male,White,15/09/2018,Jacksonville,AR,Gunshot,False
2199,40,Male,White,14/09/2018,Mesa,AZ,Gunshot,False
2200,46,Male,Black,14/09/2018,Detroit,MI,Gunshot,False
2205,36,Male,Unknown race,13/09/2018,Henderson,NV,Gunshot,True
2207,31,Male,White,12/09/2018,Cumming,GA,Gunshot,False
2208,32,Male,Hispanic,12/09/2018,Buffalo,NY,Gunshot,True
2209,38,Male,Black,12/09/2018,Gary,IN,Gunshot,False
2210,57,Male,White,11/09/2018,Georgetown,KY,Gunshot,False
2211,53,Male,Unknown race,10/09/2018,Tucson,AZ,Gunshot,False
2212,Unknown,Male,White,10/09/2018,Spanaway,WA,Gunshot,False
2213,24,Male,Black,09/09/2018,Greenville,NC,Gunshot,False
2214,39,Female,Black,09/09/2018,Missouri City,TX,"Gunshot, Taser",False
2215,43,Male,Unknown race,09/09/2018,Stanwood,WA,Gunshot,False
2217,28,Male,Black,07/09/2018,Pawtucket,RI,Gunshot,False
2219,63,Male,White,07/09/2018,Citronelle,AL,Gunshot,False
2223,19,Male,Black,06/09/2018,Sacramento,CA,Gunshot,False
2225,45,Male,White,05/09/2018,North Knobs,NC,Gunshot,False
2226,23,Male,Black,05/09/2018,Hollywood,FL,Gunshot,False
2227,33,Male,White,05/09/2018,Morris,AL,Gunshot,False
2228,27,Male,White,04/09/2018,Westminster,CO,Gunshot,False
2229,21,Male,Black,03/09/2018,Covington,GA,Gunshot,False
2230,40,Male,White,03/09/2018,Cheney,WA,Gunshot,False
2231,70,Male,Hispanic,03/09/2018,Bernalillo,NM,Gunshot,False
